Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
The_Law_Simplified_by-F2gy7UJE	'Thinking' Your Way to a First Class	https://www.youtube.com/watch?v=by-F2gy7UJE	Talking Head - Center	Talking Head	Screencasts	Screencasts	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T03:04:12.643259	kaatje
Vox_aqNHc6ZH7P4	How Trump turned Sean Hannity into a conspiracy theorist	https://www.youtube.com/watch?v=aqNHc6ZH7P4	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T03:05:19.774385	kaatje
The_Royal_Institution_KB__BVdWKWI	How To Make Your Own Animations - At home science - ExpeRimental #27	https://www.youtube.com/watch?v=KB__BVdWKWI	Experiments	Demonstrations	Vlog	Vlog	Cutout	Animations	Writing Hand	Writing Hand	2025-07-29T03:06:05.995391	kaatje
Jimmy_Fallon_Sv64r3TdDuc	Joaquin Phoenix Is Trying to Quit Smoking with Hypnosis	https://www.youtube.com/watch?v=Sv64r3TdDuc	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T03:06:28.788658	kaatje
RottenTomatoes_x9L9S7jEv_M	Leprechaun (5/11) Movie CLIP - Pogo on His Lung (1993) HD	https://www.youtube.com/watch?v=x9L9S7jEv_M	Unedited Footage	Others	Documentary Style	Documentaries	Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-29T03:06:51.053571	kaatje
BRAINY_DOSE_a11uewErjbU	How To Know if a Guy Likes You - 10 Signs He's Interested	https://www.youtube.com/watch?v=a11uewErjbU	Documentary Style	Documentaries	Slidedecks	Slidedecks	Talkshows	Interviews	Animated Graphics	Graphics	2025-07-29T03:07:41.493127	kaatje
Khan_Academy_-MaD9Ycy3a4	Capacitors in series | Circuits | Physics | Khan Academy	https://www.youtube.com/watch?v=-MaD9Ycy3a4	Animated Graphics	Graphics	Infographics	Graphics	Writing Cursor	Writing Cursor	Writing Hand	Writing Hand	2025-07-29T03:09:26.088509	kaatje
RottenTomatoes_nuVfizTRHZs	Never Say Never Again (7/10) Movie CLIP - A Superior Woman (1983) HD	https://www.youtube.com/watch?v=nuVfizTRHZs	Unedited Footage	Others			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T03:10:11.462867	kaatje
RottenTomatoes_AhZw2QXKT1A	Goosebumps 2: Haunted Halloween (2018) - The Monsters Come Alive Scene (6/10) | Movieclips	https://www.youtube.com/watch?v=AhZw2QXKT1A	Surveillance Cam	Others			Animated Graphics	Graphics	Skit	Skit	2025-07-29T03:10:49.976062	kaatje
Chinese_Cooking_Demystified_9cetNeh1gzM	Stir fried Celery with Shrimp and Lily Bulb - a Cantonese Banquet Recipe (西芹百合炒虾仁)	https://www.youtube.com/watch?v=9cetNeh1gzM	Cooking	Demonstrations	Talking Head - Center	Talking Head	Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T03:11:31.233756	kaatje
NYT_Podcasts_TPImV58IN9I	The Campaign for the Midwest, and Antiracism Demonstrations in the U.K.	https://www.youtube.com/watch?v=TPImV58IN9I	Interviews	Interviews			Static Screen	Others	Unedited Footage	Others	2025-07-29T03:12:18.955581	kaatje
Study_Hall_fW10r2TxqOc	What are we doing about climate change? | Sustainability 10 of 31 | Study Hall	https://www.youtube.com/watch?v=fW10r2TxqOc	Cutout	Animations			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T03:13:03.917491	kaatje
Jeff_Su_V_L2aWCdO4A	5 Informational Interview Mistakes to Avoid!	https://www.youtube.com/watch?v=V_L2aWCdO4A	Talking Head - Center	Talking Head	Infographics	Graphics	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T04:11:21.811451	kaatje
eHowEducation_lzwfyXoQ1PM	How to Organize Coordinate Proofs in Geometry : Math Skills	https://www.youtube.com/watch?v=lzwfyXoQ1PM	Glassboard	Writing Board	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-29T04:12:00.547936	kaatje
Fox_US_News_0fSV8mVyGmU	Eyewitness reveals what he saw in explosion at New York-Canada border	https://www.youtube.com/watch?v=0fSV8mVyGmU	Interviews	Interviews	Talking Head - Corner	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T04:12:53.568292	kaatje
Kurzgesagt_8HslUzw35mc	Homeopathy Explained – Gentle Healing or Reckless Fraud?	https://www.youtube.com/watch?v=8HslUzw35mc	Animated Graphics	Graphics	Cartoon	Animations	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:13:27.729075	kaatje
Khan_Academy_jFd-6EPfnec	Greatest common factor explained | Factors and multiples | Pre-Algebra | Khan Academy	https://www.youtube.com/watch?v=jFd-6EPfnec	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T04:13:57.208172	kaatje
James_Corden_46K8zIfIQj8	Kerry Washington Channeled Beyoncé for Her New Character	https://www.youtube.com/watch?v=46K8zIfIQj8	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:14:17.132282	kaatje
RottenTomatoes_rLa3fX7rIiM	The Batman (2022) - Alfred Blows Up Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=rLa3fX7rIiM	Unedited Footage	Others	Surveillance Cam	Others	Documentary Style	Documentaries	Unedited Footage	Others	2025-07-29T04:14:39.927275	kaatje
Deep_Dive_Ali_Abdaal_S3STQAOYKNM	If You Want To Be Happier, Watch This.	https://www.youtube.com/watch?v=S3STQAOYKNM	Interviews	Interviews	Podcast	Interviews	Panel - Virtual	Panel	Podcast	Interviews	2025-07-29T04:15:36.404705	kaatje
Khan_Academy_gHTH6PKfpMc	Level 4 division | Multiplication and division | Arithmetic | Khan Academy	https://www.youtube.com/watch?v=gHTH6PKfpMc	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T04:16:28.888456	kaatje
Allure_acreItF_FwI	Demi Lovato Revisits Beauty Looks From Their Past	https://www.youtube.com/watch?v=acreItF_FwI	Interviews	Interviews	Podcast	Interviews	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:16:47.112064	kaatje
Netflix_gknt09SYXm0	Making Midnight Mass | Netflix	https://www.youtube.com/watch?v=gknt09SYXm0	Unedited Footage	Others	Surveillance Cam	Others	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:17:10.564129	kaatje
Fireship_yvGY5vkONds	The most disastrous app launch of all time…	https://www.youtube.com/watch?v=yvGY5vkONds	Animated Graphics	Graphics	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T04:17:57.947812	kaatje
Steve_Kaufmann_qntIW8h-Vro	We’ll Never Be Perfect	https://www.youtube.com/watch?v=qntIW8h-Vro	Talking Head - Center	Talking Head	Podcast	Interviews	Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-29T04:18:31.853874	kaatje
REDEFINED_TV_fwYVI_2Odh4	I Don't Want To Start Over	https://www.youtube.com/watch?v=fwYVI_2Odh4	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:19:07.735177	kaatje
minutephysics_VVAKFJ8VVp4	Why are Stars Star-Shaped?	https://www.youtube.com/watch?v=VVAKFJ8VVp4	Comic Panel Style	Animations	Infographics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-29T04:19:49.168525	kaatje
Steve_Kaufmann_3TWI8xl455E	Studying English? Don't Study Modal Verbs	https://www.youtube.com/watch?v=3TWI8xl455E	Talkshows	Interviews	Podcast	Interviews	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T04:20:28.968672	kaatje
Khan_Academy_JUouea9XoF8	Integrating sums of functions | Accumulation and Riemann sums | AP Calculus AB | Khan Academy	https://www.youtube.com/watch?v=JUouea9XoF8	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T04:20:57.328100	kaatje
BuzzFeed_Celeb_3EAesv-PzpI	Jeff Goldblum Reads Hilarious Thirst Tweets	https://www.youtube.com/watch?v=3EAesv-PzpI	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T04:21:30.315046	kaatje
Fox_US_News_2YO6egqpXI4	Migrants fed up with Chicago head home	https://www.youtube.com/watch?v=2YO6egqpXI4	Interviews	Interviews	Talking Head - Corner	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:21:59.071430	kaatje
Socratica_ERZ4pO4yPRk	Text Preprocessing « NLP « Machine Learning – Mathematica Essentials	https://www.youtube.com/watch?v=ERZ4pO4yPRk	Screencasts	Screencasts	Infographics	Graphics	Slidedecks	Slidedecks	Writing Cursor	Writing Cursor	2025-07-29T04:22:57.810845	kaatje
James_Corden_rMOWeg-Dm04	It's a Big Night for Middle Names	https://www.youtube.com/watch?v=rMOWeg-Dm04	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Skit	Skit	2025-07-29T04:23:36.910168	kaatje
RottenTomatoes_omFpUjAzM9M	Driving Miss Daisy (8/9) Movie CLIP - You're My Best Friend (1989) HD	https://www.youtube.com/watch?v=omFpUjAzM9M	Unedited Footage	Others	Surveillance Cam	Others	Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-29T04:23:57.873859	kaatje
RottenTomatoes_DDClFYXZmtM	The Quiet Ones (6/10) Movie CLIP - The Torments of Men (2013) HD	https://www.youtube.com/watch?v=DDClFYXZmtM	Interviews	Interviews	Surveillance Cam	Others	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:24:30.290622	kaatje
edureka_vxE0IV5Gmlk	OpenAI o3-mini Model: The Master Move in Cost-Effective STEM AI | Edureka	https://www.youtube.com/watch?v=vxE0IV5Gmlk	Infographics	Graphics	Screencasts	Screencasts	Infographics	Graphics	Slidedecks	Slidedecks	2025-07-29T04:25:24.770479	kaatje
Steve_Kaufmann_dkMWQ2MMmMQ	Morning Routine for Language Learning	https://www.youtube.com/watch?v=dkMWQ2MMmMQ	Podcast	Interviews	Point of View	Vlog	Talking Head - Center	Talking Head	Point of View	Vlog	2025-07-29T04:26:13.889295	kaatje
RottenTomatoes__Fw6TuACCKY	Midnight Clear (6/11) Movie CLIP - Taking Care of Someone (2006) HD	https://www.youtube.com/watch?v=_Fw6TuACCKY	Unedited Footage	Others	Surveillance Cam	Others	Talkshows	Interviews	Experiments	Demonstrations	2025-07-29T04:27:14.713569	kaatje
jacksepticeye_5qWFgvMQnis	Robert Downey Jr. was in my house	https://www.youtube.com/watch?v=5qWFgvMQnis	Point of View	Vlog	Vlog	Vlog	Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-29T04:27:42.734190	kaatje
Facts_TnTvJB7gtWU	Irish People Taste Test Weird American M&Ms	https://www.youtube.com/watch?v=TnTvJB7gtWU	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:28:16.414877	kaatje
Unbox_Therapy_aubTgsFC4Fo	The Wireless Mouse That NEVER Needs To Be Charged!!	https://www.youtube.com/watch?v=aubTgsFC4Fo	Talking Head - Center	Talking Head	Unedited Footage	Others	Vlog	Vlog	Screencasts	Screencasts	2025-07-29T04:29:12.615095	kaatje
Khan_Academy_AnATlMVA12E	Futures and forward curves | Finance & Capital Markets | Khan Academy	https://www.youtube.com/watch?v=AnATlMVA12E	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T04:29:40.417213	kaatje
Sprouts_geeoy3BMmE0	Project-Based Learning: How It Works and Why It’s So Effective	https://www.youtube.com/watch?v=geeoy3BMmE0	Cartoon	Animations	Animated Graphics	Graphics	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:30:11.238136	kaatje
RottenTomatoes_gK9-i9Y6LQM	The Creed Legacy: Ultimate Franchise Mashup | Movieclips	https://www.youtube.com/watch?v=gK9-i9Y6LQM	Unedited Footage	Others	Documentary Style	Documentaries	Documentary Style	Documentaries	Interviews	Interviews	2025-07-29T04:30:34.919796	kaatje
RottenTomatoes_Wo3XrThPZzo	Belly (8/11) Movie CLIP - Shameek Kills Big Head Rico (1998) HD	https://www.youtube.com/watch?v=Wo3XrThPZzo	Unedited Footage	Others	Surveillance Cam	Others	Dance	Others	Stage Talks	Stage Talks	2025-07-29T04:31:47.599915	kaatje
BBC_World_Service_VT81HjA6Yac	Ming-Na Wen on navigating Hollywood as an Asian American - 100 Women, BBC World Service	https://www.youtube.com/watch?v=VT81HjA6Yac	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:32:19.315158	kaatje
David_Taylor_JuBAh6HqCxI	How to Cite Sources in APA: 15 Tips You Can Use Right Now	https://www.youtube.com/watch?v=JuBAh6HqCxI	Experiments	Demonstrations	Slidedecks	Slidedecks	Slidedecks	Slidedecks	Slidedecks	Slidedecks	2025-07-29T04:33:05.796365	kaatje
PewDiePie_n9pmRI5XYh8	DUCK GAMES.	https://www.youtube.com/watch?v=n9pmRI5XYh8	Cartoon	Animations	Talkshows	Interviews	Games	Gaming	Talking Head - Corner	Talking Head	2025-07-29T04:33:59.498033	kaatje
