Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
PBS_Origins_Zll40_3i0TI	How Columbus Invented Cannibals	https://www.youtube.com/watch?v=Zll40_3i0TI	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-30T00:05:35.235633	default
DanTDM_t7BJfMS2HTQ	Minecraft | TOAST CHALLENGE!! | Custom Mod Minigame	https://www.youtube.com/watch?v=t7BJfMS2HTQ	Games	Gaming			Games	Gaming	Talking Head - Corner	Talking Head	2025-07-30T00:05:58.129014	default
Khan_Academy_Ws63I3F7Moc	Origin of Markov chains | Journey into information theory | Computer Science | Khan Academy	https://www.youtube.com/watch?v=Ws63I3F7Moc	Animated Graphics	Graphics			Writing Cursor	Writing Cursor	Screencasts	Screencasts	2025-07-30T00:06:18.013385	default
Seth_Meyers_5OWxG6CXI1I	Marianne Williamson on Humor, Morality and Beating Trump in 2020	https://www.youtube.com/watch?v=5OWxG6CXI1I	Interviews	Interviews			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:06:32.176523	default
Dope_SPvKoV7g80U	AMERICANS TRY INDIAN SNACKS	https://www.youtube.com/watch?v=SPvKoV7g80U	Podcast	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	Documentary Style	Documentaries	2025-07-30T00:07:03.541387	default
RottenTomatoes_x9L9S7jEv_M	Leprechaun (5/11) Movie CLIP - Pogo on His Lung (1993) HD	https://www.youtube.com/watch?v=x9L9S7jEv_M	Talking Head - Center	Talking Head			Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-30T00:07:15.304384	default
Extra_History_9KrBm1qpCnE	Warlocks and Warriors - Russian Myth - Extra Mythology	https://www.youtube.com/watch?v=9KrBm1qpCnE	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-30T00:07:44.989403	default
Seth_Meyers_RMUzSqVJ-OA	"Jake Gyllenhaal Wanted to Use ""Singin' in the Rain"" as His UFC Walkout Song"	https://www.youtube.com/watch?v=RMUzSqVJ-OA	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:08:00.246293	default
Sprouts_geeoy3BMmE0	Project-Based Learning: How It Works and Why It’s So Effective	https://www.youtube.com/watch?v=geeoy3BMmE0	Comic Panel Style	Animations			Infographics	Graphics	Animated Graphics	Graphics	2025-07-30T00:08:40.153319	default
Simplilearn_XLP4YTpUpBI	The Rise Of Technology-Augmented Reality(AR), Virtual Reality(VR) And Mixed Reality(MR) |Simplilearn	https://www.youtube.com/watch?v=XLP4YTpUpBI	Cartoon	Animations	Infographics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-30T00:14:03.239030	default
Netflix_j3X5zG2q67s	A Very Furry Queer Eye Special: Philadelphia Mascot Gritty Gets A Makeover | Netflix	https://www.youtube.com/watch?v=j3X5zG2q67s	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-30T00:14:36.213958	default
Khan_Academy_YghRP8S2K-4	Applying radical equations 2 | Exponent expressions and equations | Algebra I | Khan Academy	https://www.youtube.com/watch?v=YghRP8S2K-4	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-30T00:14:53.269814	default
Khan_Academy_bh1UrCGWz1k	Infinite series as limit of partial sums | Series | AP Calculus BC | Khan Academy	https://www.youtube.com/watch?v=bh1UrCGWz1k	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-30T00:15:13.509949	default
CNN_US_News_HETKsT8lAhs	Trump labels Facebook the 'enemy of the people' in interview	https://www.youtube.com/watch?v=HETKsT8lAhs	Panel - In Person	Panel	Interviews	Interviews	Talking Head - Center	Talking Head	Panel - Virtual	Panel	2025-07-30T00:15:29.557132	default
Conan_OBrien_gGonAh0SgaY	Conan Used To Make Up Characters On The Basketball Court | Conan O'Brien Needs A Fan	https://www.youtube.com/watch?v=gGonAh0SgaY	Podcast	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-30T00:16:01.806972	default
RottenTomatoes_zuSBq10_5go	Venom (2018) - Venom vs. Riot Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=zuSBq10_5go	Talking Head - Center	Talking Head			Surveillance Cam	Others	Documentary Style	Documentaries	2025-07-30T00:16:10.115376	default
Insane_Curiosity_DuWYInQEP64	What If We Colonize Mars?	https://www.youtube.com/watch?v=DuWYInQEP64	Animated Graphics	Graphics			Infographics	Graphics	Animated Graphics	Graphics	2025-07-30T00:16:45.551613	default
TED_Ed_e0uyu9vdd2g	The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera	https://www.youtube.com/watch?v=e0uyu9vdd2g	Cartoon	Animations	Animated Graphics	Graphics	Infographics	Graphics	Documentary Style	Documentaries	2025-07-30T00:17:25.995399	default
halfasinteresting_Q5QzK4cU3QI	Why One Company Technically Owns Every Stock in the US	https://www.youtube.com/watch?v=Q5QzK4cU3QI	Animated Graphics	Graphics			Animated Graphics	Graphics	Infographics	Graphics	2025-07-30T00:17:54.295604	default
WIRED_Zr7LA3cU5o0	Bridgerton Cast Answer The Web's Most Searched Questions | WIRED	https://www.youtube.com/watch?v=Zr7LA3cU5o0	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:18:21.720411	default
Khan_Academy_VmFX6AIzllE	American attitudes about government and politics | US government and civics | Khan Academy	https://www.youtube.com/watch?v=VmFX6AIzllE	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-30T00:18:59.776875	default
Practical_Engineering_iWc3BcCvEW0	Resin Sphere Turning Experiment Failure	https://www.youtube.com/watch?v=iWc3BcCvEW0	Experiments	Demonstrations			Experiments	Demonstrations	Experiments	Demonstrations	2025-07-30T00:19:42.334528	default
Variety_vsKxNdsVLjs	‘Joker’ Becomes First R-Rated Movie to Hit $1 Billion	https://www.youtube.com/watch?v=vsKxNdsVLjs	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-30T00:20:20.469401	default
edureka_vxE0IV5Gmlk	OpenAI o3-mini Model: The Master Move in Cost-Effective STEM AI | Edureka	https://www.youtube.com/watch?v=vxE0IV5Gmlk	Infographics	Graphics			Infographics	Graphics	Slidedecks	Slidedecks	2025-07-30T00:21:00.907237	default
RottenTomatoes_rA69NDoXRhI	Dying of the Light (2014) - What's Left of My Time Scene (3/10) | Movieclips	https://www.youtube.com/watch?v=rA69NDoXRhI	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-30T00:21:38.952412	default
jacksepticeye_5qWFgvMQnis	Robert Downey Jr. was in my house	https://www.youtube.com/watch?v=5qWFgvMQnis	Podcast	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-30T00:21:59.606465	default
Jimmy_Fallon_DBV_bQiSpck	The Voidz: 7 Horses | The Tonight Show Starring Jimmy Fallon	https://www.youtube.com/watch?v=DBV_bQiSpck	Stage Talks	Stage Talks			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-30T00:22:34.575999	default
James_Corden_46K8zIfIQj8	Kerry Washington Channeled Beyoncé for Her New Character	https://www.youtube.com/watch?v=46K8zIfIQj8	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:23:02.542864	default
Facts_jL1GsbTqzXQ	Men try Contouring For The First Time	https://www.youtube.com/watch?v=jL1GsbTqzXQ	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:24:16.983760	default
ESPN_Otc5vYWwkPY	Stephen A. & Mad Dog CRITICIZE TIMING reinstating Pete Rose & Shoeless Joe | First Take YT Exclusive	https://www.youtube.com/watch?v=Otc5vYWwkPY	Panel - In Person	Panel	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-30T00:24:38.822824	default
RottenTomatoes_rLa3fX7rIiM	The Batman (2022) - Alfred Blows Up Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=rLa3fX7rIiM	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Unedited Footage	Others	2025-07-30T00:24:58.029670	default
RottenTomatoes_nuVfizTRHZs	Never Say Never Again (7/10) Movie CLIP - A Superior Woman (1983) HD	https://www.youtube.com/watch?v=nuVfizTRHZs	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-30T00:25:11.248226	default
BRAINY_DOSE_Z8d2o4Bg94E	10 Warning Signs Your Body Is Deficient in Nutrients	https://www.youtube.com/watch?v=Z8d2o4Bg94E	Animated Graphics	Graphics	Infographics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-30T00:26:06.767359	default
Fox_US_News_2YO6egqpXI4	Migrants fed up with Chicago head home	https://www.youtube.com/watch?v=2YO6egqpXI4	Interviews	Interviews	Panel - Virtual	Panel	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-30T00:26:55.085500	default
PewDiePie_n9pmRI5XYh8	DUCK GAMES.	https://www.youtube.com/watch?v=n9pmRI5XYh8	Podcast	Interviews	Games	Gaming	Games	Gaming	Talking Head - Corner	Talking Head	2025-07-30T00:27:07.663148	default
