channelName	id	Video	title	url	content1	content_map1	format1	format_map1	content2	content_map2	format2	format_map2	is_embeddable
IBM_Technology	rH9-m7AhJhk	IBM_Technology_rH9-m7AhJhk	Artificial Intelligence for smarter Cybersecurity	https://www.youtube.com/watch?v=rH9-m7AhJhk	edu.stem.engineering.computerscience	computersci	talkinghead.frameregular	presenter-center	edu.stem.engineering.datascience	datasci	animated.graphics	animation-graphics	True
Saturday_Night_Live	XGqSn5Cnw74	Saturday_Night_Live_XGqSn5Cnw74	Dylan McDermott or Dermot Mulroney - SNL	https://www.youtube.com/watch?v=XGqSn5Cnw74	entertainment.variety.quiz	quizzes	skit	skit	entertainment.comedy.sketch	comedy	talkinghead.frameregular	presenter-center	True
RottenTomatoes	epBGWHCrfr4	RottenTomatoes_epBGWHCrfr4	Leprechaun 4: In Space (3/9) Movie CLIP - Flesh-Eating Bacteria (1997) HD	https://www.youtube.com/watch?v=epBGWHCrfr4	entertainment.movies.clips	movies	docustyle	documentary	edu.stem.engineering.aerospace	engineering	rawfootage	unedited	True
YaleCourses	e5y0_aBvEtI	YaleCourses_e5y0_aBvEtI	Lecture 11. On the Steps of Moab: Deuteronomy	https://www.youtube.com/watch?v=e5y0_aBvEtI	edu.humanities.religion	humanities	talkinghead.frameregular	presenter-center	religious.guidelines	religion	classroom	classroom	True
Insane_Curiosity	qOjE1kbGA8c	Insane_Curiosity_qOjE1kbGA8c	Uranus Is Hiding Something Big, Here’s What We Just Found Out	https://www.youtube.com/watch?v=qOjE1kbGA8c	edu.stem.astronomy	astronomy	animated.info	animation-infographic	edu.stem.environment	environment	animated.graphics	animation-graphics	True
halfasinteresting	XQaMr3UHOWE	halfasinteresting_XQaMr3UHOWE	Why American Lawns All Look The Same	https://www.youtube.com/watch?v=XQaMr3UHOWE	edu.social.history	history	animated.info	animation-infographic	edu.social.sociology	sociology	animated.graphics	animation-graphics	True
FGTeeV	kUj2TKZbUMg	FGTeeV_kUj2TKZbUMg	AQUAPARK.IO Challenge 🎮 FGTEEV Lex 🆚 Duddy (Hot Sauce Loser)	https://www.youtube.com/watch?v=kUj2TKZbUMg	gaming.gameplay	gaming	gaming	gaming	entertainment.reality.competition	competitions	talkinghead.frameregular	presenter-center	True
Khan_Academy	JfuisfEdnjk	Khan_Academy_JfuisfEdnjk	Special products of the form (x+a)(x-a) | Algebra I | High School Math | Khan Academy	https://www.youtube.com/watch?v=JfuisfEdnjk	edu.stem.math.algebra	algebra	writing.stylus	writing-cursor	edu.stem.math.arithmetic	math	animated.graphics	animation-graphics	True
White_House	Fxx0CypVoyY	White_House_Fxx0CypVoyY	03/18/22: Press Briefing by Press Secretary Jen Psaki	https://www.youtube.com/watch?v=Fxx0CypVoyY	news.politics	geopolitical-news	talkinghead.frameregular	presenter-center	news.international	geopolitical-news	persononstage	presenter-onstage	True
RottenTomatoes	zadI5ngwLsM	RottenTomatoes_zadI5ngwLsM	The Magnificent Seven (2016) - Money for Blood Scene (1/10) | Movieclips	https://www.youtube.com/watch?v=zadI5ngwLsM	entertainment.movies.clips	movies	docustyle	documentary	entertainment.movies.review	movies	conversation.casual	talkshows	True
FGTeeV	_pnvPHekl1w	FGTeeV__pnvPHekl1w	Happy Mommy Longs Legs Day! Poppy Playtime Chapter 2: Fly in a Web (FGTeeV Boys Play)	https://www.youtube.com/watch?v=_pnvPHekl1w	gaming.gameplay	gaming	gaming	gaming	vlog.daily	vlog	screencast	screenrecord	True
RottenTomatoes	CpdolY2GNYI	RottenTomatoes_CpdolY2GNYI	The Nanny Diaries (2/11) Movie CLIP - Mrs. X (2007) HD	https://www.youtube.com/watch?v=CpdolY2GNYI	entertainment.movies.clips	movies	conversation.casual	talkshows	entertainment.reality.living	realitytv	rawfootage	unedited	True
RottenTomatoes	G9VI6SExDms	RottenTomatoes_G9VI6SExDms	The Hunger Games (4/12) Movie CLIP - Shooting the Apple (2012) HD	https://www.youtube.com/watch?v=G9VI6SExDms	entertainment.movies.clips	movies	talkinghead.frameregular	presenter-center	edu.arts.architecture	arts	talkinghead.framecorner	presenter-corner	True
YaleCourses	M3aw2ih626s	YaleCourses_M3aw2ih626s	1. Exploding Worlds and Course Introduction	https://www.youtube.com/watch?v=M3aw2ih626s	edu.business.economics	economics	classroom	classroom	edu.education.pedagogy.teachingprinciples	teaching	slides	powerpoint-slides	True
James_Corden	f_QqlaFa3xQ	James_Corden_f_QqlaFa3xQ	Whitney Cummings's New Hang Spot Is Tyrese Gibson's Backyard	https://www.youtube.com/watch?v=f_QqlaFa3xQ	entertainment.variety.celebritycontent	celebritycontent	talkinghead.frameregular	presenter-center	entertainment.variety.talkshow	talkshows	conversation.casual	talkshows	True
RottenTomatoes	HQSGHbbDR_Q	RottenTomatoes_HQSGHbbDR_Q	The Day the Earth Stood Still (1/5) Movie CLIP - Klaatu Comes in Peace (1951) HD	https://www.youtube.com/watch?v=HQSGHbbDR_Q	entertainment.movies.clips	movies	docustyle	documentary	edu.arts.architecture	arts	persononstage	presenter-onstage	True
Fireship	k9xbh9LUYn0	Fireship_k9xbh9LUYn0	Google finally shipped some fire…	https://www.youtube.com/watch?v=k9xbh9LUYn0	edu.stem.engineering.computerscience	computersci	talkinghead.framecorner	presenter-corner	news.technology	technology	animated.info	animation-infographic	True
NYT_Cooking	TIBQNRhPmws	NYT_Cooking_TIBQNRhPmws	Gochujang-Glazed Eggplant With Fried Scallions | Eric Kim | NYT Cooking	https://www.youtube.com/watch?v=TIBQNRhPmws	lifestyle.food	lifestyle	practicaldemonstration.cooking	cooking	skills.culinary.cooking	culinary	talkinghead.frameregular	presenter-center	True
Jimmy_Fallon	Ax3tpkmv4XA	Jimmy_Fallon_Ax3tpkmv4XA	Charlie Hunnam Got a Master Class in Acting from Hugh Grant in The Gentlemen	https://www.youtube.com/watch?v=Ax3tpkmv4XA	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	entertainment.movies.clips	movies	conversation.formal	formal-interview	True
The_Daily_Show	sW3IkgBkxBw	The_Daily_Show_sW3IkgBkxBw	This Week’s Coronavirus Updates - Week of 7/27/2020 | The Daily Social Distancing Show	https://www.youtube.com/watch?v=sW3IkgBkxBw	news.health	health-news	talkinghead.frameregular	presenter-center	news.domestic	domestic-news	animated.graphics	animation-graphics	True
RottenTomatoes	qYEOmZzqX28	RottenTomatoes_qYEOmZzqX28	Teen Titans GO! to the Movies (2018) - The End of Robin Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=qYEOmZzqX28	entertainment.movies.clips	movies	animated.cartoon	animation-cartoon	entertainment.drama.shortfilm	drama	animated.graphics	animation-graphics	True
MIT_OpenCourseWare	P5SjikeOHr0	MIT_OpenCourseWare_P5SjikeOHr0	0. Examples Demonstration	https://www.youtube.com/watch?v=P5SjikeOHr0	edu.stem.engineering.datascience	datasci	screencast	screenrecord	skills.digital.coding	tutorial	keystrokes	typing	True
Fireship	Tn6-PIqc4UM	Fireship_Tn6-PIqc4UM	React in 100 Seconds	https://www.youtube.com/watch?v=Tn6-PIqc4UM	skills.digital.coding	tutorial	animated.graphics	animation-graphics	edu.stem.engineering.computerscience	computersci	animated.info	animation-infographic	True
