title	url	duration	Video	content1	content_map1	content_map_hierarchy1	format1	format_map1	format_map_hierarchy1	content2	content_map2	content_map_hierarchy2	format2	format_map2	format_map_hierarchy2	channelName	id
Caltech Research Talk with Dr. Karthish Manthriam: How do we convert air and water into materials?	https://www.youtube.com/watch?v=t5llvuxNplU	396.0	Science_Olympiad_TV_t5llvuxNplU	edu.stem.biotechnology	biotech	lifesciences	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.stem.engineering.chemical	engineering	tech/engineering	conversation.formal	Interviews	Interviews	Science_Olympiad_TV	t5llvuxNplU
Peninsula (2020) - Zombie Road Rage Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=1krys8weXUQ	259.0	RottenTomatoes_1krys8weXUQ	entertainment.movies.clips	movie-clips	tv_entertainment	pov.realworld	Point of View	Vlog	edu.arts.architecture	arts	arts/culture	rawfootage	Unedited Footage	Others	RottenTomatoes	1krys8weXUQ
Karrueche Tran's 10 Minute Beauty Routine for a Natural On-The-Go Look | Allure	https://www.youtube.com/watch?v=r2fixAFqoms	582.0	Allure_r2fixAFqoms	lifestyle.style.beauty	beauty	lifestyle_wellbeing	talkinghead.frameregular	Talking Head - Center	Talking Head	lifestyle.style.fashion	fashion	lifestyle_wellbeing	animated.graphics	Animated Graphics	Graphics	Allure	r2fixAFqoms
James Corden's Message After the Passing of Queen Elizabeth II	https://www.youtube.com/watch?v=zrDIThBuxSs	211.0	James_Corden_zrDIThBuxSs	entertainment.variety.talkshow	talkshows	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.latenight	talkshows	tv_entertainment	docustyle	Documentary Style	Documentaries	James_Corden	zrDIThBuxSs
27 Dresses (2/5) Movie CLIP - All 27 Dresses (2008) HD	https://www.youtube.com/watch?v=eiLeBJUf1iE	160.0	RottenTomatoes_eiLeBJUf1iE	entertainment.movies.clips	movie-clips	tv_entertainment	rawfootage	Unedited Footage	Others	entertainment.movies.trailer	movie-trailers	tv_entertainment	talkinghead.framecorner	Talking Head - Corner	Talking Head	RottenTomatoes	eiLeBJUf1iE
Chavin, Nazca, Moche, Huari and Tiwanaku civilizations | World History | Khan Academy	https://www.youtube.com/watch?v=3yb1jBTwMeI	450.0	Khan_Academy_3yb1jBTwMeI	edu.social.history	history	arts/culture	writing.stylus	Writing Cursor	Writing Cursor	edu.social.archaeology	history	arts/culture	animated.info	Infographics	Graphics	Khan_Academy	3yb1jBTwMeI
BRAND NEW BALDI CHARACTER?!	https://www.youtube.com/watch?v=ddgWnRsxy4Y	453.0	DanTDM_ddgWnRsxy4Y	gaming.gameplay	gaming	gaming	gaming	Games	Gaming	gaming.review	gaming	gaming	screencast	Screencasts	Screencasts	DanTDM	ddgWnRsxy4Y
John Carpenter's Ghosts of Mars (2001) - Desolation Takes On Big Daddy Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=KwpO_4Rq13o	207.0	RottenTomatoes_KwpO_4Rq13o	entertainment.movies.clips	movie-clips	tv_entertainment	rawfootage	Unedited Footage	Others	edu.arts.architecture	arts	arts/culture	talkinghead.framecorner	Talking Head - Corner	Talking Head	RottenTomatoes	KwpO_4Rq13o
Magic Trick/Silly Man Can't Take Direction - Aunty Donna's Rumpus Room! Ep03	https://www.youtube.com/watch?v=mp5kvFBSf9g	225.0	Aunty_Donna_mp5kvFBSf9g	entertainment.variety.magic	magic	others	skit	Skit	Skit	edu.arts.media	arts	arts/culture	vlog	Vlog	Vlog	Aunty_Donna	mp5kvFBSf9g
Social constructionism | Society and Culture | MCAT | Khan Academy	https://www.youtube.com/watch?v=5U2XAJNazik	166.0	Khan_Academy_5U2XAJNazik	edu.social.sociology	sociology	socialsciences	writing.stylus	Writing Cursor	Writing Cursor	edu.humanities.philosophy	humanities	humanities/philosophy	animated.info	Infographics	Graphics	Khan_Academy	5U2XAJNazik
Unreal Engine 5.2 is getting too real	https://www.youtube.com/watch?v=qLGmj86-j4k	183.0	Fireship_qLGmj86-j4k	edu.stem.engineering.computerscience	computersci	tech/engineering	animated.graphics	Animated Graphics	Graphics	gaming.gameplay	gaming	gaming	animated.info	Infographics	Graphics	Fireship	qLGmj86-j4k
Why the Olympic monobob event is only for women	https://www.youtube.com/watch?v=oYfl4UCGBwk	394.0	Vox_oYfl4UCGBwk	entertainment.sports.team	sports	sports	board.whiteboard	Whieboard	Writing Board	edu.social.history	history	arts/culture	animated.info	Infographics	Graphics	Vox	oYfl4UCGBwk
LEARN CEO Video December 2021	https://www.youtube.com/watch?v=aRH9D8JE068	191.0	LEARN_aRH9D8JE068	edu.business.management	business	business/finance	talkinghead.frameregular	Talking Head - Center	Talking Head	growth.careerdevelopment	selfhelp	lifestyle_wellbeing	vlog	Vlog	Vlog	LEARN	aRH9D8JE068
What if we Lived on Asteroids? + more videos | #aumsum #kids #science #education #whatif	https://www.youtube.com/watch?v=LPkTJaMRjsM	218.0	AumSum_Time_LPkTJaMRjsM	edu.stem.astronomy	astronomy	physicalsciences	animated.cartoon	Cartoon	Animations	edu.stem.engineering.aerospace	engineering	tech/engineering	animated.graphics	Animated Graphics	Graphics	AumSum_Time	LPkTJaMRjsM
The Holiday (2006) - Going Back for Graham Scene (10/10) | Movieclips	https://www.youtube.com/watch?v=coDyfoCUaSk	208.0	RottenTomatoes_coDyfoCUaSk	entertainment.movies.clips	movie-clips	tv_entertainment	rawfootage	Unedited Footage	Others	entertainment.reality.dating	dating	personal_vlogs	talkinghead.framecorner	Talking Head - Corner	Talking Head	RottenTomatoes	coDyfoCUaSk
Oral History of 'Cobra Kai' with Ralph Macchio and William Zabka | Rotten Tomatoes	https://www.youtube.com/watch?v=yju9O-Vqnms	465.0	RottenTomatoes_yju9O-Vqnms	entertainment.variety.talkshow	talkshows	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.arts.acting	arts	arts/culture	docustyle	Documentary Style	Documentaries	RottenTomatoes	yju9O-Vqnms
Multiplying: 2 digits numbers (using distributive property) | 4th grade | Khan Academy	https://www.youtube.com/watch?v=3JmnxR8nEi8	418.0	Khan_Academy_3JmnxR8nEi8	edu.stem.math.algebra	algebra	math/logic	writing.stylus	Writing Cursor	Writing Cursor	edu.education.pedagogy.teachingprinciples	teaching	pedagogy	animated.info	Infographics	Graphics	Khan_Academy	3JmnxR8nEi8
5 Things You Should Never Do In A Turbocharged Vehicle	https://www.youtube.com/watch?v=dyEYaN6Y_FM	518.0	Engineering_Explained_dyEYaN6Y_FM	edu.stem.engineering.automotive	engineering	tech/engineering	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.stem.engineering.mechanical	engineering	tech/engineering	animated.graphics	Animated Graphics	Graphics	Engineering_Explained	dyEYaN6Y_FM
Veterinarian | What I do & how much I make | Part 1 | Khan Academy	https://www.youtube.com/watch?v=JcP_ad9vfsw	401.0	Khan_Academy_JcP_ad9vfsw	growth.careerdevelopment	selfhelp	lifestyle_wellbeing	vlog	Vlog	Vlog	edu.medicine.other	medicine	lifesciences	practicaldemonstration.science	Experiments	Demonstrations	Khan_Academy	JcP_ad9vfsw
Conan Met A Fan Backstage At The Beacon Theatre | Conan O'Brien Needs A Fan	https://www.youtube.com/watch?v=ZpX-dlFmhfc	430.0	Conan_OBrien_ZpX-dlFmhfc	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.podcast	Podcast	Interviews	entertainment.variety.latenight	talkshows	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	Conan_OBrien	ZpX-dlFmhfc
Sing (2016) - Open the Doors Scene (1/10) | Movieclips	https://www.youtube.com/watch?v=WDAlAqy9WUM	185.0	RottenTomatoes_WDAlAqy9WUM	entertainment.movies.clips	movie-clips	tv_entertainment	animated.cartoon	Cartoon	Animations	entertainment.drama.musical	drama	tv_entertainment	persononstage	Stage Talks	Stage Talks	RottenTomatoes	WDAlAqy9WUM
Tropic Thunder (3/10) Movie CLIP - Epic Explosion (2008) HD	https://www.youtube.com/watch?v=Mhu2Ij0rWCQ	163.0	RottenTomatoes_Mhu2Ij0rWCQ	entertainment.movies.clips	movie-clips	tv_entertainment	docustyle	Documentary Style	Documentaries	edu.arts.media	arts	arts/culture	rawfootage	Unedited Footage	Others	RottenTomatoes	Mhu2Ij0rWCQ
Simone Biles Is In Wedding Planning Mode	https://www.youtube.com/watch?v=eZo-zfxkzjU	289.0	James_Corden_eZo-zfxkzjU	entertainment.variety.celebritycontent	celebrity-content	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.casual	Talkshows	Interviews	James_Corden	eZo-zfxkzjU
PERFECT FALL-OFF-THE-BONE CHICKEN ADOBO WINGS THAT WILL BLOW YOUR MIND! | SAM THE COOKING GUY	https://www.youtube.com/watch?v=lkQcvCBdoWU	346.0	Sam_the_Cooking_Guy_lkQcvCBdoWU	lifestyle.food	food	lifestyle_wellbeing	practicaldemonstration.cooking	Cooking	Demonstrations	skills.culinary.cooking	culinary	culinary	talkinghead.frameregular	Talking Head - Center	Talking Head	Sam_the_Cooking_Guy	lkQcvCBdoWU
Age of Apparel: Transformation of clothes through ages | Ruhi Arora | TEDxElproIntlSchool	https://www.youtube.com/watch?v=znFSHrit1Bs	506.0	TEDx_znFSHrit1Bs	edu.social.history	history	arts/culture	persononstage	Stage Talks	Stage Talks	lifestyle.style.fashion	fashion	lifestyle_wellbeing	slides	Slidedecks	Slidedecks	TEDx	znFSHrit1Bs
The situation at the U.S.-Mexico border | 60 Minutes	https://www.youtube.com/watch?v=5KM-qXLMyOQ	351.0	60_Minutes_5KM-qXLMyOQ	news.politics	geopolitical-news	news	docustyle	Documentary Style	Documentaries	news.international	geopolitical-news	news	interview.street	Interviews	Interviews	60_Minutes	5KM-qXLMyOQ
Elixir in 100 Seconds	https://www.youtube.com/watch?v=R7t7zca8SyM	155.0	Fireship_R7t7zca8SyM	skills.digital.coding	software-tutorials	tutorials	animated.graphics	Animated Graphics	Graphics	edu.stem.engineering.computerscience	computersci	tech/engineering	animated.info	Infographics	Graphics	Fireship	R7t7zca8SyM
Sheryl Sandberg Responds to Facebook’s Recent Allegations	https://www.youtube.com/watch?v=b_ufoZ_vSnQ	183.0	Seth_Meyers_b_ufoZ_vSnQ	news.entertainment	entertainment-news	news	conversation.formal	Interviews	Interviews	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.casual	Talkshows	Interviews	Seth_Meyers	b_ufoZ_vSnQ
Why Did They End the Relationship?	https://www.youtube.com/watch?v=FX751crlmEE	297.0	The_School_of_Life_FX751crlmEE	growth.motivational	selfhelp	lifestyle_wellbeing	animated.graphics	Animated Graphics	Graphics	edu.social.psychology	psychology	socialsciences	talkinghead.framecorner	Talking Head - Corner	Talking Head	The_School_of_Life	FX751crlmEE
Samsung Galaxy Note 5 Review!	https://www.youtube.com/watch?v=V-nBAcr_huw	548.0	Marques_Brownlee_V-nBAcr_huw	news.technology	technology	tech/engineering	talkinghead.frameregular	Talking Head - Center	Talking Head	misc.productreview	product-reviews	reviews	vlog	Vlog	Vlog	Marques_Brownlee	V-nBAcr_huw
Irish People Taste Test Mike & Ike Candies	https://www.youtube.com/watch?v=yJVV6q41KG0	234.0	Facts_yJVV6q41KG0	misc.productreview	product-reviews	reviews	talkinghead.frameregular	Talking Head - Center	Talking Head	lifestyle.food	food	lifestyle_wellbeing	conversation.casual	Talkshows	Interviews	Facts	yJVV6q41KG0
3 Cozy 30-Minute Soups (Made in a Blender!) | Yewande Komolafe | NYT Cooking	https://www.youtube.com/watch?v=sekQnIuFi2M	596.0	NYT_Cooking_sekQnIuFi2M	lifestyle.food	food	lifestyle_wellbeing	practicaldemonstration.cooking	Cooking	Demonstrations	skills.culinary.cooking	culinary	culinary	talkinghead.frameregular	Talking Head - Center	Talking Head	NYT_Cooking	sekQnIuFi2M
Why Do We Yell “Surprise” at Surprise Parties? - Demetri Martin	https://www.youtube.com/watch?v=HscfcLOZBgE	354.0	Comedy_Central_Stand_Up_HscfcLOZBgE	entertainment.comedy.standup	comedy	comedy	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.arts.architecture	arts	arts/culture	persononstage	Stage Talks	Stage Talks	Comedy_Central_Stand_Up	HscfcLOZBgE
Reese Witherspoon Still Remembers Her Lines from Her Cameo on Friends	https://www.youtube.com/watch?v=RdHNAtKOviI	479.0	Seth_Meyers_RdHNAtKOviI	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.formal	Interviews	Interviews	entertainment.variety.celebritycontent	celebrity-content	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	Seth_Meyers	RdHNAtKOviI
The Water Cycle for Kids | Learn all about the water cycle	https://www.youtube.com/watch?v=TD3XSIE4ymo	433.0	Learn_Bright_TD3XSIE4ymo	edu.stem.environment	environment	physicalsciences	animated.info	Infographics	Graphics	edu.stem.biology.ecology	biology	lifesciences	animated.cartoon	Cartoon	Animations	Learn_Bright	TD3XSIE4ymo
Pitch Perfect 2 (2/10) Movie CLIP - Oh Em Aca Gee (2015) HD	https://www.youtube.com/watch?v=2wdQcUUgce0	195.0	RottenTomatoes_2wdQcUUgce0	entertainment.drama.musical	drama	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.music	music	arts/culture	conversation.casual	Talkshows	Interviews	RottenTomatoes	2wdQcUUgce0
Fifty Shades #NotMyChristian Apology (Web Exclusive): Last Week Tonight with John Oliver (HBO)	https://www.youtube.com/watch?v=fPloDzu_wcI	246.0	LastWeekTonight_fPloDzu_wcI	edu.arts.acting	arts	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.celebritycontent	celebrity-content	arts/culture	animated.graphics	Animated Graphics	Graphics	LastWeekTonight	fPloDzu_wcI
I Don't Think It's Fixable - Mark Laita On Homelessness From Soft White Underbelly	https://www.youtube.com/watch?v=1O4EZADzW_U	598.0	Max_Lugavere_1O4EZADzW_U	edu.medicine.psychiatry	medicine	lifesciences	conversation.podcast	Podcast	Interviews	edu.stem.neuroscience	neurosci	lifesciences	talkinghead.frameregular	Talking Head - Center	Talking Head	Max_Lugavere	1O4EZADzW_U
Leprechaun 2 (1/11) Movie CLIP - Three Sneezes (1994) HD	https://www.youtube.com/watch?v=s0bxFcZV40A	159.0	RottenTomatoes_s0bxFcZV40A	entertainment.movies.clips	movie-clips	tv_entertainment	skit	Skit	Skit	entertainment.drama.shortfilm	drama	tv_entertainment	conversation.casual	Talkshows	Interviews	RottenTomatoes	s0bxFcZV40A
Max Lugavere - Use Somebody (acoustic cover) by Kings of Leon	https://www.youtube.com/watch?v=SeEvsEho4yQ	155.0	Max_Lugavere_SeEvsEho4yQ	entertainment.music	music	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.arts.music	arts	arts/culture	talkinghead.framecorner	Talking Head - Corner	Talking Head	Max_Lugavere	SeEvsEho4yQ
Easy Sweet and Spicy Baked Chicken Thighs Recipe	https://www.youtube.com/watch?v=dyc83R9nVHQ	219.0	Cooking_With_Claudia_dyc83R9nVHQ	skills.culinary.cooking	culinary	culinary	practicaldemonstration.cooking	Cooking	Demonstrations	lifestyle.food	food	lifestyle_wellbeing	talkinghead.framecorner	Talking Head - Corner	Talking Head	Cooking_With_Claudia	dyc83R9nVHQ
The Thing (1/10) Movie CLIP - Alien Autopsy (2011) HD	https://www.youtube.com/watch?v=DZwobit-Zy4	184.0	RottenTomatoes_DZwobit-Zy4	entertainment.movies.clips	movie-clips	tv_entertainment	practicaldemonstration.science	Experiments	Demonstrations	entertainment.movies.review	movie-reviews	tv_entertainment	practicaldemonstration.engineering	Experiments	Demonstrations	RottenTomatoes	DZwobit-Zy4
9 Reasons People Hate JavaScript	https://www.youtube.com/watch?v=J-graiyPhpw	285.0	Programming_with_Mosh_J-graiyPhpw	edu.stem.engineering.computerscience	computersci	tech/engineering	animated.info	Infographics	Graphics	skills.digital.coding	software-tutorials	tutorials	talkinghead.frameregular	Talking Head - Center	Talking Head	Programming_with_Mosh	J-graiyPhpw
Adrien Brody Was Mistaken for Adam Brody by Kim Kardashian, Talks Honoring Family in The Brutalist	https://www.youtube.com/watch?v=TtFcTBV8SpI	523.0	Jimmy_Fallon_TtFcTBV8SpI	edu.arts.acting	arts	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.casual	Talkshows	Interviews	Jimmy_Fallon	TtFcTBV8SpI
Hail, Caesar! - No Dames Scene (3/10) | Movieclips	https://www.youtube.com/watch?v=uSMxnpecSZM	217.0	RottenTomatoes_uSMxnpecSZM	entertainment.movies.clips	movie-clips	tv_entertainment	dance	Dance	Others	edu.arts.architecture	arts	arts/culture	persononstage	Stage Talks	Stage Talks	RottenTomatoes	uSMxnpecSZM
Boyz n the Hood (2/8) Movie CLIP - Dominoes (1991) HD	https://www.youtube.com/watch?v=SXeiM5hAWvA	162.0	RottenTomatoes_SXeiM5hAWvA	entertainment.movies.clips	movie-clips	tv_entertainment	conversation.casual	Talkshows	Interviews	entertainment.drama.shortfilm	drama	tv_entertainment	practicaldemonstration.cooking	Cooking	Demonstrations	RottenTomatoes	SXeiM5hAWvA
Joe on Hafthor Bjornsson Transitioning to Boxing	https://www.youtube.com/watch?v=dgr_LXSEM3s	273.0	PowerfulJRE_dgr_LXSEM3s	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.podcast	Podcast	Interviews	entertainment.sports.other	sports	sports	talkinghead.frameregular	Talking Head - Center	Talking Head	PowerfulJRE	dgr_LXSEM3s
Ai Weiwei: Never Sorry Official US Trailer #1 (2012) HD Movie	https://www.youtube.com/watch?v=50zS4ImnEFo	154.0	RottenTomatoes_50zS4ImnEFo	entertainment.movies.trailer	movie-trailers	tv_entertainment	docustyle	Documentary Style	Documentaries	entertainment.movies.review	movie-reviews	tv_entertainment	animated.graphics	Animated Graphics	Graphics	RottenTomatoes	50zS4ImnEFo
Angela's Ashes (1/7) Movie CLIP - Hanging on the Cross Sporting Shoes (1999) HD	https://www.youtube.com/watch?v=yq2t7SjUSoI	163.0	RottenTomatoes_yq2t7SjUSoI	religious.guidelines	religion	humanities/philosophy	classroom	Classroom	Lectures	entertainment.movies.clips	movie-clips	tv_entertainment	docustyle	Documentary Style	Documentaries	RottenTomatoes	yq2t7SjUSoI
Example of adding fractions with unlike denominators word problem | Pre-Algebra | Khan Academy	https://www.youtube.com/watch?v=PKh5B9xyzSc	347.0	Khan_Academy_PKh5B9xyzSc	edu.stem.math.arithmetic	math	math/logic	writing.stylus	Writing Cursor	Writing Cursor	edu.stem.math.algebra	algebra	math/logic	animated.info	Infographics	Graphics	Khan_Academy	PKh5B9xyzSc
5 Things to Watch If You Can't Get Enough of 'Barbie' | More Like This	https://www.youtube.com/watch?v=m34XjKFNPrw	394.0	RottenTomatoes_m34XjKFNPrw	entertainment.movies.review	movie-reviews	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.movies.clips	movie-clips	tv_entertainment	animated.graphics	Animated Graphics	Graphics	RottenTomatoes	m34XjKFNPrw
Ocean's 8 (2018) - All the Necklaces Scene (10/10) | Movieclips	https://www.youtube.com/watch?v=QsP5Y1-eUIM	199.0	RottenTomatoes_QsP5Y1-eUIM	entertainment.movies.clips	movie-clips	tv_entertainment	docustyle	Documentary Style	Documentaries	entertainment.variety.celebritycontent	celebrity-content	arts/culture	talkinghead.framecorner	Talking Head - Corner	Talking Head	RottenTomatoes	QsP5Y1-eUIM
Santa, here? I know him! from ‘Elf’ | Rotten Tomatoes’ 21 Most Memorable Moments	https://www.youtube.com/watch?v=jjvEunCP6z0	194.0	RottenTomatoes_jjvEunCP6z0	entertainment.movies.clips	movie-clips	tv_entertainment	crafts.cutouts	Cutout	Animations	edu.arts.acting	arts	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	RottenTomatoes	jjvEunCP6z0
Identity and Culture in Communication | Human Communication | Study Hall	https://www.youtube.com/watch?v=wSlJjtorRig	420.0	Study_Hall_wSlJjtorRig	edu.social.sociology	sociology	socialsciences	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.education.pedagogy.teachingprinciples	teaching	pedagogy	animated.info	Infographics	Graphics	Study_Hall	wSlJjtorRig
Breakin' 2: Electric Boogaloo (4/9) Movie CLIP - Dancing on the Ceiling (1984) HD	https://www.youtube.com/watch?v=PZ93GNHBHsE	255.0	RottenTomatoes_PZ93GNHBHsE	entertainment.movies.clips	movie-clips	tv_entertainment	dance	Dance	Others	entertainment.music	music	arts/culture	skit	Skit	Skit	RottenTomatoes	PZ93GNHBHsE
The moon is actually shrinking	https://www.youtube.com/watch?v=9mbknq36no0	248.0	Astrum_9mbknq36no0	edu.stem.astronomy	astronomy	physicalsciences	docustyle	Documentary Style	Documentaries	edu.stem.physics.mechanics	physics	physicalsciences	animated.info	Infographics	Graphics	Astrum	9mbknq36no0
Introduction to electrolysis | Redox reactions and electrochemistry | Chemistry | Khan Academy	https://www.youtube.com/watch?v=1tvvSUySfls	415.0	Khan_Academy_1tvvSUySfls	edu.stem.chemistry.analytical	chemistry	physicalsciences	writing.stylus	Writing Cursor	Writing Cursor	edu.arts.architecture	arts	arts/culture	animated.info	Infographics	Graphics	Khan_Academy	1tvvSUySfls
Star Snugglers with Jimmy, Tariq Trotter and Questlove | The Tonight Show Starring Jimmy Fallon	https://www.youtube.com/watch?v=T9ABORs0l04	223.0	Jimmy_Fallon_T9ABORs0l04	edu.stem.astronomy	astronomy	physicalsciences	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.talkshow	talkshows	tv_entertainment	skit	Skit	Skit	Jimmy_Fallon	T9ABORs0l04
How to find the domain and the range of a function given its graph (example) | Khan Academy	https://www.youtube.com/watch?v=sXP7VhU1gYE	214.0	Khan_Academy_sXP7VhU1gYE	edu.stem.math.algebra	algebra	math/logic	writing.stylus	Writing Cursor	Writing Cursor	edu.stem.math.calculus	math	math/logic	animated.graphics	Animated Graphics	Graphics	Khan_Academy	sXP7VhU1gYE
Voice Techniques: Anatomy of Breathing | Singing | Vocals | Voice | Berklee Online	https://www.youtube.com/watch?v=FSkwDqP-1ZA	382.0	Berklee_FSkwDqP-1ZA	edu.medicine.physiology	medicine	lifesciences	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.arts.performing	arts	arts/culture	practicaldemonstration.science	Experiments	Demonstrations	Berklee	FSkwDqP-1ZA
Ella Purnell Got Her Mom Addicted to Tattoos	https://www.youtube.com/watch?v=u7PNrM66Ct0	236.0	Seth_Meyers_u7PNrM66Ct0	entertainment.variety.celebritycontent	celebrity-content	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.casual	Talkshows	Interviews	Seth_Meyers	u7PNrM66Ct0
Why the Fastest Place on Earth Is Disappearing	https://www.youtube.com/watch?v=R0KydvN9jV8	444.0	PBS_Terra_R0KydvN9jV8	edu.stem.environment	environment	physicalsciences	docustyle	Documentary Style	Documentaries	edu.stem.engineering.environmental	engineering	tech/engineering	animated.info	Infographics	Graphics	PBS_Terra	R0KydvN9jV8
Signs of a Panic Attack	https://www.youtube.com/watch?v=Ya1HfNY7898	184.0	Psych_Hub_Ya1HfNY7898	wellbeing.mentalhealth	wellbeing	lifestyle_wellbeing	animated.info	Infographics	Graphics	edu.medicine.psychiatry	medicine	lifesciences	animated.cartoon	Cartoon	Animations	Psych_Hub	Ya1HfNY7898
POP CULTURE: Pop and Philosophy	https://www.youtube.com/watch?v=9ypg71Aixwc	366.0	The_School_of_Life_9ypg71Aixwc	edu.humanities.philosophy	humanities	humanities/philosophy	docustyle	Documentary Style	Documentaries	edu.arts.music	arts	arts/culture	animated.info	Infographics	Graphics	The_School_of_Life	9ypg71Aixwc
Pink salmon mom battles an uphill river journey | Incredible Animal Journeys | National Geographic	https://www.youtube.com/watch?v=rkIvaIoF1wg	246.0	National_Geographic_rkIvaIoF1wg	edu.stem.biology.zoology	biology	lifesciences	docustyle	Documentary Style	Documentaries	edu.stem.biology.ecology	biology	lifesciences	rawfootage	Unedited Footage	Others	National_Geographic	rkIvaIoF1wg
Practice Problem: One-Dimensional Two-Body Problem	https://www.youtube.com/watch?v=D5QFdGS3Qkg	273.0	Professor_Dave_Explains_D5QFdGS3Qkg	edu.stem.physics.mechanics	physics	physicalsciences	board.whiteboard	Whieboard	Writing Board	edu.stem.math.algebra	algebra	math/logic	writing.stylus	Writing Cursor	Writing Cursor	Professor_Dave_Explains	D5QFdGS3Qkg
The Crying Game (1/11) Movie CLIP - Checking the Prisoner (1992) HD	https://www.youtube.com/watch?v=LldAqBKjyJ0	163.0	RottenTomatoes_LldAqBKjyJ0	entertainment.movies.clips	movie-clips	tv_entertainment	docustyle	Documentary Style	Documentaries	entertainment.drama.shortfilm	drama	tv_entertainment	rawfootage	Unedited Footage	Others	RottenTomatoes	LldAqBKjyJ0
WATCH: Migrants scuffle with NYC police	https://www.youtube.com/watch?v=QbGLhl_iGH8	186.0	Fox_US_News_QbGLhl_iGH8	news.politics	geopolitical-news	news	surveillancefootage	Surveillance Cam	Others	news.domestic	domestic-news	news	docustyle	Documentary Style	Documentaries	Fox_US_News	QbGLhl_iGH8
75,000 Kaiser Permanente workers walk off the job	https://www.youtube.com/watch?v=92jXpqnbn00	249.0	CNN_US_News_92jXpqnbn00	news.health	health-news	news	docustyle	Documentary Style	Documentaries	news.domestic	domestic-news	news	talkinghead.frameregular	Talking Head - Center	Talking Head	CNN_US_News	92jXpqnbn00
Strange Childhood Stories - Matt Bergman - Stand-Up Comedy	https://www.youtube.com/watch?v=ZHCg6UAVkpM	264.0	Comedy_Dynamics_ZHCg6UAVkpM	entertainment.comedy.standup	comedy	comedy	persononstage	Stage Talks	Stage Talks	edu.arts.architecture	arts	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	Comedy_Dynamics	ZHCg6UAVkpM
Girls Trip (2017) - The Flossy Posse Breaks Up Scene (10/10) | Movieclips	https://www.youtube.com/watch?v=CYQXYJIN3Jw	187.0	RottenTomatoes_CYQXYJIN3Jw	entertainment.movies.clips	movie-clips	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.drama.shortfilm	drama	tv_entertainment	conversation.casual	Talkshows	Interviews	RottenTomatoes	CYQXYJIN3Jw
Legally Blonde (10/11) Movie CLIP - He's Gay! (2001) HD	https://www.youtube.com/watch?v=I6uGId-a758	175.0	RottenTomatoes_I6uGId-a758	entertainment.movies.clips	movie-clips	tv_entertainment	conversation.formal	Interviews	Interviews	edu.social.law	law	socialsciences	talkinghead.frameregular	Talking Head - Center	Talking Head	RottenTomatoes	I6uGId-a758
The Man Who Wasn't There (2001) - An Enthusiast Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=XtduKM28ohU	190.0	RottenTomatoes_XtduKM28ohU	entertainment.movies.clips	movie-clips	tv_entertainment	conversation.casual	Talkshows	Interviews	edu.arts.literature	arts	arts/culture	docustyle	Documentary Style	Documentaries	RottenTomatoes	XtduKM28ohU
Release of Trump's Taxes Delayed, Yet Again, Because Of Course	https://www.youtube.com/watch?v=FHvae-ZKb_Y	459.0	James_Corden_FHvae-ZKb_Y	entertainment.variety.quiz	quizzes	others	talkinghead.frameregular	Talking Head - Center	Talking Head	news.politics	geopolitical-news	news	conversation.casual	Talkshows	Interviews	James_Corden	FHvae-ZKb_Y
You've Never Seen a Smartphone Display Like This...	https://www.youtube.com/watch?v=mHc46cQuigs	464.0	Unbox_Therapy_mHc46cQuigs	edu.stem.engineering.electronics	engineering	tech/engineering	talkinghead.framecorner	Talking Head - Corner	Talking Head	misc.productreview	product-reviews	reviews	screencast	Screencasts	Screencasts	Unbox_Therapy	mHc46cQuigs
